Mes,NomeBeneficio,Valor
January,BREJO DA MADRE DE DEUS                            -PE
January,
January,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
January,DATA                PARCELA                                   VALOR DISTRIBUIDO
January,
January,"10.01.2023        PARCELA DE IPI                                    198.023,87C"
January,"                  PARCELA DE IR                                   1.824.689,34C"
January,"                  RETENCAO PASEP                                     20.227,12D"
January,"                  RFB-PREV-PARC60                                    12.433,57D"
January,"                  DEDUCAO SAUDE                                     303.406,98D"
January,"                  DEDUCAO FUNDEB                                    404.542,63D"
January,"                  TOTAL NA DATA                                   1.282.102,91C"
January,
January,"20.01.2023        PARCELA DE IPI                                    102.995,53C"
January,"                  PARCELA DE IR                                     715.571,73C"
January,"                  RETENCAO PASEP                                      8.185,66D"
January,"                  DEDUCAO SAUDE                                     122.785,07D"
January,"                  DEDUCAO FUNDEB                                    163.713,44D"
January,"                  TOTAL NA DATA                                     523.883,09C"
January,
January,"30.01.2023        PARCELA DE IPI                                     56.421,78C"
January,"                  PARCELA DE IR                                   1.860.795,17C"
January,"                  RETENCAO PASEP                                     19.172,16D"
January,"                  DEDUCAO SAUDE                                     287.582,53D"
January,"                  DEDUCAO FUNDEB                                    383.443,38D"
January,"                  TOTAL NA DATA                                   1.227.018,88C"
January,
January,TOTAL POR PARCELA / NATUREZA
January,
January,"                  PARCELA DE IPI                                    357.441,18C"
January,"                  PARCELA DE IR                                   4.401.056,24C"
January,"                  RETENCAO PASEP                                     47.584,94D"
January,"                  RFB-PREV-PARC60                                    12.433,57D"
January,"                  DEDUCAO SAUDE                                     713.774,58D"
January,"                  DEDUCAO FUNDEB                                    951.699,45D"
January,
January,"                  DEBITO FUNDO                                    1.725.492,54D"
January,"                  CREDITO FUNDO                                   4.758.497,42C"
January,
January,TOTAL DISTRIBUIDO NO PERIODO
January,
January,"                  DEBITO BENEF.                                   1.725.492,54D"
January,"                  CREDITO BENEF.                                  4.758.497,42C"
February,BREJO DA MADRE DE DEUS                            -PE
February,
February,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
February,DATA                PARCELA                                   VALOR DISTRIBUIDO
February,
February,"10.02.2023        PARCELA DE IPI                                    199.514,30C"
February,"                  PARCELA DE IR                                   4.704.902,97C"
February,"                  RETENCAO PASEP                                     49.044,16D"
February,"                  RFB-PREV-PARC60                                    12.547,87D"
February,"                  DEDUCAO SAUDE                                     735.662,58D"
February,"                  DEDUCAO FUNDEB                                    980.883,45D"
February,"                  TOTAL NA DATA                                   3.126.279,21C"
February,
February,"17.02.2023        PARCELA DE IPI                                     36.258,63C"
February,"                  PARCELA DE IR                                     435.866,61C"
February,"                  RETENCAO PASEP                                      4.721,24D"
February,"                  DEDUCAO SAUDE                                      70.818,78D"
February,"                  DEDUCAO FUNDEB                                     94.425,04D"
February,"                  TOTAL NA DATA                                     302.160,18C"
February,
February,"28.02.2023        PARCELA DE IPI                                     26.644,99C"
February,"                  PARCELA DE IR                                   1.144.048,00C"
February,"                  RETENCAO PASEP                                     11.706,92D"
February,"                  DEDUCAO SAUDE                                     175.603,94D"
February,"                  DEDUCAO FUNDEB                                    234.138,59D"
February,"                  TOTAL NA DATA                                     749.243,54C"
February,
February,TOTAL POR PARCELA / NATUREZA
February,
February,"                  PARCELA DE IPI                                    262.417,92C"
February,"                  PARCELA DE IR                                   6.284.817,58C"
February,"                  RETENCAO PASEP                                     65.472,32D"
February,"                  RFB-PREV-PARC60                                    12.547,87D"
February,"                  DEDUCAO SAUDE                                     982.085,30D"
February,"                  DEDUCAO FUNDEB                                  1.309.447,08D"
February,
February,"                  DEBITO FUNDO                                    2.369.552,57D"
February,"                  CREDITO FUNDO                                   6.547.235,50C"
February,
February,TOTAL DISTRIBUIDO NO PERIODO
February,
February,"                  DEBITO BENEF.                                   2.369.552,57D"
February,"                  CREDITO BENEF.                                  6.547.235,50C"
March,BREJO DA MADRE DE DEUS                            -PE
March,
March,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
March,DATA                PARCELA                                   VALOR DISTRIBUIDO
March,
March,"10.03.2023        PARCELA DE IPI                                    225.035,85C"
March,"                  PARCELA DE IR                                   1.828.201,06C"
March,"                  RETENCAO PASEP                                     20.532,36D"
March,"                  RFB-PREV-PARC60                                    12.641,76D"
March,"                  DEDUCAO SAUDE                                     307.985,52D"
March,"                  DEDUCAO FUNDEB                                    410.647,38D"
March,"                  TOTAL NA DATA                                   1.301.429,89C"
March,
March,"20.03.2023        PARCELA DE IPI                                     45.233,78C"
March,"                  PARCELA DE IR                                     407.375,66C"
March,"                  RETENCAO PASEP                                      4.526,08D"
March,"                  DEDUCAO SAUDE                                      67.891,40D"
March,"                  DEDUCAO FUNDEB                                     90.521,88D"
March,"                  TOTAL NA DATA                                     289.670,08C"
March,
March,"30.03.2023        PARCELA DE IPI                                     54.948,34C"
March,"                  PARCELA DE IR                                   1.444.449,60C"
March,"                  RETENCAO PASEP                                     14.993,97D"
March,"                  DEDUCAO SAUDE                                     224.909,69D"
March,"                  DEDUCAO FUNDEB                                    299.879,58D"
March,"                  TOTAL NA DATA                                     959.614,70C"
March,
March,TOTAL POR PARCELA / NATUREZA
March,
March,"                  PARCELA DE IPI                                    325.217,97C"
March,"                  PARCELA DE IR                                   3.680.026,32C"
March,"                  RETENCAO PASEP                                     40.052,41D"
March,"                  RFB-PREV-PARC60                                    12.641,76D"
March,"                  DEDUCAO SAUDE                                     600.786,61D"
March,"                  DEDUCAO FUNDEB                                    801.048,84D"
March,
March,"                  DEBITO FUNDO                                    1.454.529,62D"
March,"                  CREDITO FUNDO                                   4.005.244,29C"
March,
March,TOTAL DISTRIBUIDO NO PERIODO
March,
March,"                  DEBITO BENEF.                                   1.454.529,62D"
March,"                  CREDITO BENEF.                                  4.005.244,29C"
April,BREJO DA MADRE DE DEUS                            -PE
April,
April,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
April,DATA                PARCELA                                   VALOR DISTRIBUIDO
April,
April,"10.04.2023        PARCELA DE IPI                                    255.965,87C"
April,"                  PARCELA DE IR                                   1.958.707,37C"
April,"                  RETENCAO PASEP                                     22.146,72D"
April,"                  RFB-PREV-PARC60                                    12.761,15D"
April,"                  DEDUCAO SAUDE                                     332.200,98D"
April,"                  DEDUCAO FUNDEB                                    442.934,64D"
April,"                  TOTAL NA DATA                                   1.404.629,75C"
April,
April,"20.04.2023        PARCELA DE IPI                                     40.351,66C"
April,"                  PARCELA DE IR                                     528.245,88C"
April,"                  RETENCAO PASEP                                      5.685,96D"
April,"                  DEDUCAO SAUDE                                      85.289,62D"
April,"                  DEDUCAO FUNDEB                                    113.719,50D"
April,"                  TOTAL NA DATA                                     363.902,46C"
April,
April,"28.04.2023        PARCELA DE IPI                                     50.388,19C"
April,"                  PARCELA DE IR                                   1.745.585,19C"
April,"                  RETENCAO PASEP                                     17.959,73D"
April,"                  DEDUCAO SAUDE                                     269.395,99D"
April,"                  DEDUCAO FUNDEB                                    359.194,66D"
April,"                  TOTAL NA DATA                                   1.149.423,00C"
April,
April,TOTAL POR PARCELA / NATUREZA
April,
April,"                  PARCELA DE IPI                                    346.705,72C"
April,"                  PARCELA DE IR                                   4.232.538,44C"
April,"                  RETENCAO PASEP                                     45.792,41D"
April,"                  RFB-PREV-PARC60                                    12.761,15D"
April,"                  DEDUCAO SAUDE                                     686.886,59D"
April,"                  DEDUCAO FUNDEB                                    915.848,80D"
April,
April,"                  DEBITO FUNDO                                    1.661.288,95D"
April,"                  CREDITO FUNDO                                   4.579.244,16C"
April,
April,TOTAL DISTRIBUIDO NO PERIODO
April,
April,"                  DEBITO BENEF.                                   1.661.288,95D"
April,"                  CREDITO BENEF.                                  4.579.244,16C"
May,BREJO DA MADRE DE DEUS                            -PE
May,
May,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
May,DATA                PARCELA                                   VALOR DISTRIBUIDO
May,
May,"10.05.2023        PARCELA DE IPI                                    213.415,38C"
May,"                  PARCELA DE IR                                   2.784.781,90C"
May,"                  RETENCAO PASEP                                     29.981,96D"
May,"                  RFB-PREV-PARC60                                    12.855,04D"
May,"                  DEDUCAO SAUDE                                     449.729,58D"
May,"                  DEDUCAO FUNDEB                                    599.639,45D"
May,"                  TOTAL NA DATA                                   1.905.991,25C"
May,
May,"19.05.2023        PARCELA DE IPI                                     60.369,87C"
May,"                  PARCELA DE IR                                     531.986,65C"
May,"                  RETENCAO PASEP                                      5.923,55D"
May,"                  DEDUCAO SAUDE                                      88.853,47D"
May,"                  DEDUCAO FUNDEB                                    118.471,30D"
May,"                  TOTAL NA DATA                                     379.108,20C"
May,
May,"30.05.2023        PARCELA DE IPI                                     37.992,85C"
May,"                  PARCELA DE IR                                   1.462.018,40C"
May,"                  RETENCAO PASEP                                     15.000,10D"
May,"                  DEDUCAO SAUDE                                     225.001,68D"
May,"                  DEDUCAO FUNDEB                                    300.002,25D"
May,"                  TOTAL NA DATA                                     960.007,22C"
May,
May,TOTAL POR PARCELA / NATUREZA
May,
May,"                  PARCELA DE IPI                                    311.778,10C"
May,"                  PARCELA DE IR                                   4.778.786,95C"
May,"                  RETENCAO PASEP                                     50.905,61D"
May,"                  RFB-PREV-PARC60                                    12.855,04D"
May,"                  DEDUCAO SAUDE                                     763.584,73D"
May,"                  DEDUCAO FUNDEB                                  1.018.113,00D"
May,
May,"                  DEBITO FUNDO                                    1.845.458,38D"
May,"                  CREDITO FUNDO                                   5.090.565,05C"
May,
May,TOTAL DISTRIBUIDO NO PERIODO
May,
May,"                  DEBITO BENEF.                                   1.845.458,38D"
May,"                  CREDITO BENEF.                                  5.090.565,05C"
June,BREJO DA MADRE DE DEUS                            -PE
June,
June,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
June,DATA                PARCELA                                   VALOR DISTRIBUIDO
June,
June,"09.06.2023        PARCELA DE IPI                                    263.303,91C"
June,"                  PARCELA DE IR                                   1.824.504,23C"
June,"                  RETENCAO PASEP                                     20.878,07D"
June,"                  RFB-PREV-PARC60                                    12.969,34D"
June,"                  DEDUCAO SAUDE                                     313.171,21D"
June,"                  DEDUCAO FUNDEB                                    417.561,62D"
June,"                  TOTAL NA DATA                                   1.323.227,90C"
June,
June,"20.06.2023        PARCELA DE IPI                                     66.128,62C"
June,"                  PARCELA DE IR                                   1.139.858,05C"
June,"                  RETENCAO PASEP                                     12.059,86D"
June,"                  DEDUCAO SAUDE                                     180.897,99D"
June,"                  DEDUCAO FUNDEB                                    241.197,33D"
June,"                  TOTAL NA DATA                                     771.831,49C"
June,
June,"30.06.2023        PARCELA DE IPI                                     59.346,48C"
June,"                  PARCELA DE IR                                   1.401.408,29C"
June,"                  RETENCAO PASEP                                     14.607,54D"
June,"                  DEDUCAO SAUDE                                     219.113,21D"
June,"                  DEDUCAO FUNDEB                                    292.150,94D"
June,"                  TOTAL NA DATA                                     934.883,08C"
June,
June,TOTAL POR PARCELA / NATUREZA
June,
June,"                  PARCELA DE IPI                                    388.779,01C"
June,"                  PARCELA DE IR                                   4.365.770,57C"
June,"                  RETENCAO PASEP                                     47.545,47D"
June,"                  RFB-PREV-PARC60                                    12.969,34D"
June,"                  DEDUCAO SAUDE                                     713.182,41D"
June,"                  DEDUCAO FUNDEB                                    950.909,89D"
June,
June,"                  DEBITO FUNDO                                    1.724.607,11D"
June,"                  CREDITO FUNDO                                   4.754.549,58C"
June,
June,TOTAL DISTRIBUIDO NO PERIODO
June,
June,"                  DEBITO BENEF.                                   1.724.607,11D"
June,"                  CREDITO BENEF.                                  4.754.549,58C"
July,BREJO DA MADRE DE DEUS                            -PE
July,
July,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
July,DATA                PARCELA                                   VALOR DISTRIBUIDO
July,
July,"10.07.2023        PARCELA DE IPI                                    434.195,36C"
July,"                  PARCELA DE IR                                   3.516.743,34C"
July,"                  AJUSTE FPM                                        106.698,31C"
July,"                  RETENCAO PASEP                                     39.509,36D"
July,"                  RFB-PREV-PARC60                                    13.078,53D"
