Mes,NomeBeneficio,Valor
January,ALCOBACA                                          -BA
January,
January,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
January,DATA                PARCELA                                   VALOR DISTRIBUIDO
January,
January,"10.01.2023        PARCELA DE IPI                                    117.353,44C"
January,"                  PARCELA DE IR                                   1.081.352,38C"
January,"                  RETENCAO PASEP                                     11.987,05D"
January,"                  RFB-PREV-PARC60                                   166.659,28D"
January,"                  DEDUCAO SAUDE                                     179.805,86D"
January,"                  DEDUCAO FUNDEB                                    239.741,15D"
January,"                  TOTAL NA DATA                                     600.512,48C"
January,
January,"20.01.2023        PARCELA DE IPI                                     58.124,68C"
January,"                  PARCELA DE IR                                     403.826,97C"
January,"                  RETENCAO PASEP                                      4.619,50D"
January,"                  DEDUCAO SAUDE                                      69.292,74D"
January,"                  DEDUCAO FUNDEB                                     92.390,32D"
January,"                  TOTAL NA DATA                                     295.649,09C"
January,
January,"30.01.2023        PARCELA DE IPI                                     30.923,14C"
January,"                  PARCELA DE IR                                   1.019.847,84C"
January,"                  RETENCAO PASEP                                     10.507,70D"
January,"                  DEDUCAO SAUDE                                     157.615,64D"
January,"                  DEDUCAO FUNDEB                                    210.154,18D"
January,"                  TOTAL NA DATA                                     672.493,46C"
January,
January,TOTAL POR PARCELA / NATUREZA
January,
January,"                  PARCELA DE IPI                                    206.401,26C"
January,"                  PARCELA DE IR                                   2.505.027,19C"
January,"                  RETENCAO PASEP                                     27.114,25D"
January,"                  RFB-PREV-PARC60                                   166.659,28D"
January,"                  DEDUCAO SAUDE                                     406.714,24D"
January,"                  DEDUCAO FUNDEB                                    542.285,65D"
January,
January,"                  DEBITO FUNDO                                    1.142.773,42D"
January,"                  CREDITO FUNDO                                   2.711.428,45C"
January,
January,TOTAL DISTRIBUIDO NO PERIODO
January,
January,"                  DEBITO BENEF.                                   1.142.773,42D"
January,"                  CREDITO BENEF.                                  2.711.428,45C"
February,ALCOBACA                                          -BA
February,
February,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
February,DATA                PARCELA                                   VALOR DISTRIBUIDO
February,
February,"10.02.2023        PARCELA DE IPI                                    109.348,00C"
February,"                  PARCELA DE IR                                   2.578.620,80C"
February,"                  RETENCAO PASEP                                     26.879,68D"
February,"                  RFB-PREV-PARC60                                   167.488,51D"
February,"                  DEDUCAO SAUDE                                     403.195,32D"
February,"                  DEDUCAO FUNDEB                                    537.593,76D"
February,"                  TOTAL NA DATA                                   1.552.811,53C"
February,
February,"17.02.2023        PARCELA DE IPI                                     19.872,30C"
February,"                  PARCELA DE IR                                     238.885,84C"
February,"                  RETENCAO PASEP                                      2.587,57D"
February,"                  DEDUCAO SAUDE                                      38.813,71D"
February,"                  DEDUCAO FUNDEB                                     51.751,62D"
February,"                  TOTAL NA DATA                                     165.605,24C"
February,
February,"28.02.2023        PARCELA DE IPI                                     14.603,35C"
February,"                  PARCELA DE IR                                     627.019,51C"
February,"                  RETENCAO PASEP                                      6.416,22D"
February,"                  DEDUCAO SAUDE                                      96.243,42D"
February,"                  DEDUCAO FUNDEB                                    128.324,57D"
February,"                  TOTAL NA DATA                                     410.638,65C"
February,
February,TOTAL POR PARCELA / NATUREZA
February,
February,"                  PARCELA DE IPI                                    143.823,65C"
February,"                  PARCELA DE IR                                   3.444.526,15C"
February,"                  RETENCAO PASEP                                     35.883,47D"
February,"                  RFB-PREV-PARC60                                   167.488,51D"
February,"                  DEDUCAO SAUDE                                     538.252,45D"
February,"                  DEDUCAO FUNDEB                                    717.669,95D"
February,
February,"                  DEBITO FUNDO                                    1.459.294,38D"
February,"                  CREDITO FUNDO                                   3.588.349,80C"
February,
February,TOTAL DISTRIBUIDO NO PERIODO
February,
February,"                  DEBITO BENEF.                                   1.459.294,38D"
February,"                  CREDITO BENEF.                                  3.588.349,80C"
March,ALCOBACA                                          -BA
March,
March,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
March,DATA                PARCELA                                   VALOR DISTRIBUIDO
March,
March,"10.03.2023        PARCELA DE IPI                                    123.335,62C"
March,"                  PARCELA DE IR                                   1.001.983,96C"
March,"                  RETENCAO PASEP                                     11.253,18D"
