Mes,NomeBeneficio,Valor
January,IPIRA                                             -BA
January,
January,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
January,DATA                PARCELA                                   VALOR DISTRIBUIDO
January,
January,"10.01.2023        PARCELA DE IPI                                    215.147,98C"
January,"                  PARCELA DE IR                                   1.982.479,37C"
January,"                  RETENCAO PASEP                                     21.976,26D"
January,"                  DEDUCAO SAUDE                                     329.644,09D"
January,"                  DEDUCAO FUNDEB                                    439.525,46D"
January,"                  TOTAL NA DATA                                   1.406.481,54C"
January,
January,"20.01.2023        PARCELA DE IPI                                    106.561,91C"
January,"                  PARCELA DE IR                                     740.349,45C"
January,"                  RETENCAO PASEP                                      8.469,10D"
January,"                  DEDUCAO SAUDE                                     127.036,69D"
January,"                  DEDUCAO FUNDEB                                    169.382,27D"
January,"                  TOTAL NA DATA                                     542.023,30C"
January,
January,"30.01.2023        PARCELA DE IPI                                     61.846,28C"
January,"                  PARCELA DE IR                                   2.039.695,68C"
January,"                  RETENCAO PASEP                                     21.015,41D"
January,"                  DEDUCAO SAUDE                                     315.231,29D"
January,"                  DEDUCAO FUNDEB                                    420.308,38D"
January,"                  TOTAL NA DATA                                   1.344.986,88C"
January,
January,TOTAL POR PARCELA / NATUREZA
January,
January,"                  PARCELA DE IPI                                    383.556,17C"
January,"                  PARCELA DE IR                                   4.762.524,50C"
January,"                  RETENCAO PASEP                                     51.460,77D"
January,"                  DEDUCAO SAUDE                                     771.912,07D"
January,"                  DEDUCAO FUNDEB                                  1.029.216,11D"
January,
January,"                  DEBITO FUNDO                                    1.852.588,95D"
January,"                  CREDITO FUNDO                                   5.146.080,67C"
January,
January,TOTAL DISTRIBUIDO NO PERIODO
January,
January,"                  DEBITO BENEF.                                   1.852.588,95D"
January,"                  CREDITO BENEF.                                  5.146.080,67C"
February,IPIRA                                             -BA
February,
February,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
February,DATA                PARCELA                                   VALOR DISTRIBUIDO
February,
February,"10.02.2023        PARCELA DE IPI                                    218.695,99C"
February,"                  PARCELA DE IR                                   5.157.241,61C"
February,"                  RETENCAO PASEP                                     53.759,36D"
February,"                  DEDUCAO SAUDE                                     806.390,63D"
February,"                  DEDUCAO FUNDEB                                  1.075.187,51D"
February,"                  TOTAL NA DATA                                   3.440.600,10C"
February,
February,"17.02.2023        PARCELA DE IPI                                     39.744,60C"
February,"                  PARCELA DE IR                                     477.771,68C"
February,"                  RETENCAO PASEP                                      5.175,15D"
February,"                  DEDUCAO SAUDE                                      77.627,44D"
February,"                  DEDUCAO FUNDEB                                    103.503,25D"
February,"                  TOTAL NA DATA                                     331.210,44C"
February,
February,"28.02.2023        PARCELA DE IPI                                     29.206,69C"
February,"                  PARCELA DE IR                                   1.254.039,03C"
February,"                  RETENCAO PASEP                                     12.832,45D"
February,"                  DEDUCAO SAUDE                                     192.486,85D"
February,"                  DEDUCAO FUNDEB                                    256.649,13D"
February,"                  TOTAL NA DATA                                     821.277,29C"
February,
February,TOTAL POR PARCELA / NATUREZA
February,
February,"                  PARCELA DE IPI                                    287.647,28C"
February,"                  PARCELA DE IR                                   6.889.052,32C"
February,"                  RETENCAO PASEP                                     71.766,96D"
February,"                  DEDUCAO SAUDE                                   1.076.504,92D"
February,"                  DEDUCAO FUNDEB                                  1.435.339,89D"
February,
February,"                  DEBITO FUNDO                                    2.583.611,77D"
February,"                  CREDITO FUNDO                                   7.176.699,60C"
February,
February,TOTAL DISTRIBUIDO NO PERIODO
February,
February,"                  DEBITO BENEF.                                   2.583.611,77D"
February,"                  CREDITO BENEF.                                  7.176.699,60C"
March,IPIRA                                             -BA
March,
March,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
March,DATA                PARCELA                                   VALOR DISTRIBUIDO
March,
March,"10.03.2023        PARCELA DE IPI                                    246.671,24C"
March,"                  PARCELA DE IR                                   2.003.967,91C"
March,"                  RETENCAO PASEP                                     22.506,38D"
March,"                  DEDUCAO SAUDE                                     337.595,86D"
March,"                  DEDUCAO FUNDEB                                    450.127,82D"
March,"                  TOTAL NA DATA                                   1.440.409,09C"
March,
March,"20.03.2023        PARCELA DE IPI                                     49.582,65C"
March,"                  PARCELA DE IR                                     446.541,56C"
March,"                  RETENCAO PASEP                                      4.961,23D"
March,"                  DEDUCAO SAUDE                                      74.418,62D"
March,"                  DEDUCAO FUNDEB                                     99.224,84D"
March,"                  TOTAL NA DATA                                     317.519,52C"
March,
March,"30.03.2023        PARCELA DE IPI                                     60.231,19C"
March,"                  PARCELA DE IR                                   1.583.321,83C"
March,"                  RETENCAO PASEP                                     16.435,52D"
March,"                  DEDUCAO SAUDE                                     246.532,94D"
March,"                  DEDUCAO FUNDEB                                    328.710,59D"
March,"                  TOTAL NA DATA                                   1.051.873,97C"
March,
March,TOTAL POR PARCELA / NATUREZA
March,
March,"                  PARCELA DE IPI                                    356.485,08C"
March,"                  PARCELA DE IR                                   4.033.831,30C"
March,"                  RETENCAO PASEP                                     43.903,13D"
March,"                  DEDUCAO SAUDE                                     658.547,42D"
March,"                  DEDUCAO FUNDEB                                    878.063,25D"
March,
March,"                  DEBITO FUNDO                                    1.580.513,80D"
March,"                  CREDITO FUNDO                                   4.390.316,38C"
March,
March,TOTAL DISTRIBUIDO NO PERIODO
March,
March,"                  DEBITO BENEF.                                   1.580.513,80D"
March,"                  CREDITO BENEF.                                  4.390.316,38C"
April,IPIRA                                             -BA
April,
April,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
April,DATA                PARCELA                                   VALOR DISTRIBUIDO
April,
April,"10.04.2023        PARCELA DE IPI                                    280.574,93C"
April,"                  PARCELA DE IR                                   2.147.021,35C"
April,"                  RETENCAO PASEP                                     24.275,95D"
April,"                  DEDUCAO SAUDE                                     364.139,43D"
April,"                  DEDUCAO FUNDEB                                    485.519,25D"
April,"                  TOTAL NA DATA                                   1.553.661,65C"
April,
April,"20.04.2023        PARCELA DE IPI                                     44.231,14C"
April,"                  PARCELA DE IR                                     579.032,48C"
April,"                  RETENCAO PASEP                                      6.232,63D"
April,"                  DEDUCAO SAUDE                                      93.489,54D"
April,"                  DEDUCAO FUNDEB                                    124.652,71D"
April,"                  TOTAL NA DATA                                     398.888,74C"
April,
April,"28.04.2023        PARCELA DE IPI                                     55.232,61C"
April,"                  PARCELA DE IR                                   1.913.409,18C"
April,"                  RETENCAO PASEP                                     19.686,41D"
April,"                  DEDUCAO SAUDE                                     295.296,26D"
April,"                  DEDUCAO FUNDEB                                    393.728,35D"
April,"                  TOTAL NA DATA                                   1.259.930,77C"
April,
April,TOTAL POR PARCELA / NATUREZA
April,
April,"                  PARCELA DE IPI                                    380.038,68C"
April,"                  PARCELA DE IR                                   4.639.463,01C"
April,"                  RETENCAO PASEP                                     50.194,99D"
April,"                  DEDUCAO SAUDE                                     752.925,23D"
April,"                  DEDUCAO FUNDEB                                  1.003.900,31D"
April,
April,"                  DEBITO FUNDO                                    1.807.020,53D"
April,"                  CREDITO FUNDO                                   5.019.501,69C"
April,
April,TOTAL DISTRIBUIDO NO PERIODO
April,
April,"                  DEBITO BENEF.                                   1.807.020,53D"
April,"                  CREDITO BENEF.                                  5.019.501,69C"
May,IPIRA                                             -BA
May,
May,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
May,DATA                PARCELA                                   VALOR DISTRIBUIDO
May,
May,"10.05.2023        PARCELA DE IPI                                    233.933,55C"
May,"                  PARCELA DE IR                                   3.052.516,32C"
May,"                  RETENCAO PASEP                                     32.864,49D"
May,"                  DEDUCAO SAUDE                                     492.967,47D"
May,"                  DEDUCAO FUNDEB                                    657.289,97D"
May,"                  TOTAL NA DATA                                   2.103.327,94C"
May,
May,"19.05.2023        PARCELA DE IPI                                     66.173,95C"
May,"                  PARCELA DE IR                                     583.132,89C"
May,"                  RETENCAO PASEP                                      6.493,05D"
May,"                  DEDUCAO SAUDE                                      97.396,02D"
May,"                  DEDUCAO FUNDEB                                    129.861,36D"
May,"                  TOTAL NA DATA                                     415.556,41C"
May,
May,"30.05.2023        PARCELA DE IPI                                     41.645,56C"
May,"                  PARCELA DE IR                                   1.602.579,72C"
May,"                  RETENCAO PASEP                                     16.442,24D"
May,"                  DEDUCAO SAUDE                                     246.633,78D"
May,"                  DEDUCAO FUNDEB                                    328.845,05D"
May,"                  TOTAL NA DATA                                   1.052.304,21C"
May,
May,TOTAL POR PARCELA / NATUREZA
May,
May,"                  PARCELA DE IPI                                    341.753,06C"
May,"                  PARCELA DE IR                                   5.238.228,93C"
May,"                  RETENCAO PASEP                                     55.799,78D"
May,"                  DEDUCAO SAUDE                                     836.997,27D"
May,"                  DEDUCAO FUNDEB                                  1.115.996,38D"
May,
May,"                  DEBITO FUNDO                                    2.008.793,43D"
May,"                  CREDITO FUNDO                                   5.579.981,99C"
May,
May,TOTAL DISTRIBUIDO NO PERIODO
May,
May,"                  DEBITO BENEF.                                   2.008.793,43D"
May,"                  CREDITO BENEF.                                  5.579.981,99C"
June,IPIRA                                             -BA
June,
June,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
June,DATA                PARCELA                                   VALOR DISTRIBUIDO
June,
June,"09.06.2023        PARCELA DE IPI                                    288.618,47C"
June,"                  PARCELA DE IR                                   1.999.915,66C"
June,"                  RETENCAO PASEP                                     22.885,33D"
June,"                  DEDUCAO SAUDE                                     343.280,11D"
June,"                  DEDUCAO FUNDEB                                    457.706,82D"
June,"                  TOTAL NA DATA                                   1.464.661,87C"
June,
June,"20.06.2023        PARCELA DE IPI                                     72.486,36C"
June,"                  PARCELA DE IR                                   1.249.446,25C"
June,"                  RETENCAO PASEP                                     13.219,32D"
June,"                  DEDUCAO SAUDE                                     198.289,88D"
June,"                  DEDUCAO FUNDEB                                    264.386,52D"
June,"                  TOTAL NA DATA                                     846.036,89C"
June,
June,"30.06.2023        PARCELA DE IPI                                     65.052,17C"
June,"                  PARCELA DE IR                                   1.536.142,44C"
June,"                  RETENCAO PASEP                                     16.011,94D"
June,"                  DEDUCAO SAUDE                                     240.179,18D"
June,"                  DEDUCAO FUNDEB                                    320.238,91D"
June,"                  TOTAL NA DATA                                   1.024.764,58C"
June,
June,TOTAL POR PARCELA / NATUREZA
June,
June,"                  PARCELA DE IPI                                    426.157,00C"
June,"                  PARCELA DE IR                                   4.785.504,35C"
June,"                  RETENCAO PASEP                                     52.116,59D"
June,"                  DEDUCAO SAUDE                                     781.749,17D"
June,"                  DEDUCAO FUNDEB                                  1.042.332,25D"
June,
June,"                  DEBITO FUNDO                                    1.876.198,01D"
June,"                  CREDITO FUNDO                                   5.211.661,35C"
June,
June,TOTAL DISTRIBUIDO NO PERIODO
June,
June,"                  DEBITO BENEF.                                   1.876.198,01D"
June,"                  CREDITO BENEF.                                  5.211.661,35C"
July,IPIRA                                             -BA
July,
July,FPM   - FUNDO DE PARTICIPACAO DOS MUNICIPIOS
July,DATA                PARCELA                                   VALOR DISTRIBUIDO
July,
July,"10.07.2023        PARCELA DE IPI                                    473.733,78C"
July,"                  PARCELA DE IR                                   3.836.982,74C"
July,"                  AJUSTE FPM                                        186.864,55C"
July,"                  RETENCAO PASEP                                     43.107,15D"
July,"                  RFB-PREV-PARC60                                   115.205,99D"
July,"                  DEDUCAO SAUDE                                     248.204,13D"
